industry_group_Education,industry_group_Engineering/Construction,industry_group_Finance,industry_group_Government/Nonprofit,industry_group_Healthcare,industry_group_Manufacturing/Industrial,industry_group_Other,industry_group_Other Business/Services,industry_group_Retail/Hospitality,industry_group_Technology,industry_group_Transportation,salary_avg_norm,location_legitimacy,loc_len,loc_word_count,has_us_prefix,has_state_code,starts_with_direction,contains_digits,fraudulent
False,False,False,False,False,False,False,False,True,False,False,0.00013821693,1,12,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,15,3,0,1,0,0,0
True,False,False,False,False,False,False,False,False,False,False,9.022769e-05,1,12,1,0,0,0,0,1
True,False,False,False,False,False,False,False,False,False,False,0.000101493846,1,10,2,0,0,0,0,1
False,False,False,False,True,False,False,False,False,False,False,8.482692e-05,1,15,2,0,0,1,0,1
False,False,True,False,False,False,False,False,False,False,False,4.3846153e-08,3,15,3,0,1,0,0,1
False,False,False,False,False,False,False,False,False,True,False,9.230923e-05,3,16,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,1,7,1,0,0,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00010414231,1,9,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,17,3,1,1,0,0,0
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,17,3,0,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,5,2,0,1,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,5,2,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.000109695386,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00011429846,1,10,2,0,0,0,0,1
True,False,False,False,False,False,False,False,False,False,False,0.00011597692,1,13,2,0,0,1,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00011492846,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,21,4,1,1,0,0,0
False,True,False,False,False,False,False,False,False,False,False,0.00013103001,1,12,2,0,0,1,0,1
True,False,False,False,False,False,False,False,False,False,False,0.00015331154,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00013802308,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,13,3,0,1,0,0,0
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,12,3,0,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,7.692461e-05,3,16,3,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00012750617,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00015273386,1,9,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00014491155,1,14,1,0,0,0,0,1
False,False,False,False,True,False,False,False,False,False,False,0.00013180924,1,9,2,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,17,4,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,1,7,1,0,0,0,0,0
False,True,False,False,False,False,False,False,False,False,False,0.000112192305,1,11,2,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,16,4,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00013823308,1,8,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00015915616,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,13,3,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,13,3,0,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.000107116924,1,10,2,0,0,1,0,1
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,15,3,0,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,1.5384616e-09,3,17,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,18,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,14,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,21,4,1,1,0,0,0
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,15,3,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00016783077,1,10,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,14,3,0,1,0,0,0
False,False,False,False,True,False,False,False,False,False,False,0.00015212077,1,9,2,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,9.371462e-05,1,14,2,0,0,0,0,1
False,False,False,False,False,False,False,True,False,False,False,6.923231e-05,3,18,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,1,1,0,0,1
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,14,3,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,5,2,1,1,0,0,0
False,False,False,False,True,False,False,False,False,False,False,1.5384616e-09,3,12,3,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00012902616,1,17,2,0,0,1,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,15,3,0,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,1.5384616e-09,3,16,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,21,4,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,14,3,1,1,0,0,0
False,False,False,False,True,False,False,False,False,False,False,0.00013010616,1,12,2,0,0,1,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,13,3,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00029538615,3,7,2,0,1,0,1,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,0,1,0,0,0
True,False,False,False,False,False,False,False,False,False,False,0.00014032001,1,9,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,6.3076925e-08,3,13,3,1,1,0,0,1
False,False,False,False,False,False,False,False,True,False,False,1.5384616e-09,3,14,3,1,1,0,0,0
False,False,False,True,False,False,False,False,False,False,False,1.5384616e-09,3,17,3,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00014370924,1,10,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00010016923,1,17,2,0,0,1,0,1
False,False,False,False,False,True,False,False,False,False,False,1.5384616e-09,3,13,3,1,1,0,0,0
False,False,False,False,True,False,False,False,False,False,False,3.200154e-05,3,14,3,1,1,0,0,0
False,False,False,False,False,True,False,False,False,False,False,1.5384616e-09,3,21,4,1,1,0,0,0
True,False,False,False,False,False,False,False,False,False,False,0.00013975309,1,8,1,0,0,0,0,1
False,False,True,False,False,False,False,False,False,False,False,9.669615e-05,1,9,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,17,3,1,1,0,0,0
True,False,False,False,False,False,False,False,False,False,False,0.00015175,1,9,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,9.7513075e-05,1,10,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,17,4,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,17,4,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,17,4,1,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,0.00012853001,1,13,2,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,12,3,0,1,0,1,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,0,1,0,1,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,14,3,1,1,0,0,0
False,True,False,False,False,False,False,False,False,False,False,0.00015689,1,9,1,0,0,0,0,1
False,True,False,False,False,False,False,False,False,False,False,0.00013777308,1,12,2,0,0,1,0,1
False,False,False,False,True,False,False,False,False,False,False,8.766077e-05,1,14,1,0,0,0,0,1
False,False,True,False,False,False,False,False,False,False,False,1.5384616e-09,3,15,3,0,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,8.691923e-05,1,9,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,2,21,4,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.0001258777,1,14,2,0,0,1,0,1
False,False,False,False,False,False,False,False,False,True,False,2.3078463e-05,3,13,3,0,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,8.463077e-06,3,14,3,0,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,6,2,0,1,0,0,0
False,True,False,False,False,False,False,False,False,False,False,9.163154e-05,1,11,1,0,0,0,0,1
False,False,False,False,False,True,False,False,False,False,False,6.923231e-05,3,15,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,16,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,17,4,0,1,0,1,0
False,False,True,False,False,False,False,False,False,False,False,0.00012401231,1,11,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,14,3,0,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,8.4714615e-05,1,11,1,0,0,0,0,1
False,False,False,False,False,True,False,False,False,False,False,0.00013077077,3,15,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,15,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,5,2,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00010518923,1,17,2,0,0,1,0,1
False,False,False,False,True,False,False,False,False,False,False,0.00011216846,1,7,1,0,0,0,0,1
False,False,False,False,False,True,False,False,False,False,False,1.5384616e-09,3,16,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,18,3,1,1,0,0,0
False,False,False,False,True,False,False,False,False,False,False,1.5384616e-09,3,15,4,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,13,3,0,1,0,0,0
True,False,False,False,False,False,False,False,False,False,False,0.00010619,1,8,1,0,0,0,0,1
False,False,True,False,False,False,False,False,False,False,False,0.00011317154,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00010413154,1,12,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00013404925,1,12,1,0,0,0,0,1
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,12,3,0,1,0,0,0
False,True,False,False,False,False,False,False,False,False,False,8.7216154e-05,1,11,1,0,0,0,0,1
False,False,False,False,True,False,False,False,False,False,False,0.00015388386,1,9,1,0,0,0,0,1
True,False,False,False,False,False,False,False,False,False,False,0.000106844614,1,18,2,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,7,2,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00013319231,1,8,1,0,0,0,0,1
True,False,False,False,False,False,False,False,False,False,False,0.00014387847,1,10,1,0,0,0,0,1
False,True,False,False,False,False,False,False,False,False,False,9.924154e-05,1,9,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00015111692,1,14,2,0,0,1,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,8,2,0,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,0.00013593155,1,7,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,1.5384616e-09,3,19,4,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,16,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,18,4,1,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,1.5384616e-09,3,15,3,1,1,0,0,0
True,False,False,False,False,False,False,False,False,False,False,0.00013359154,1,10,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00016281077,1,14,2,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00016923231,3,15,3,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00012353538,1,10,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,5.230923e-05,3,21,4,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00012103692,1,14,2,0,0,1,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00020769385,3,15,3,1,1,0,0,0
False,True,False,False,False,False,False,False,False,False,False,2.54e-06,3,17,4,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00010798769,1,10,1,0,0,0,0,1
False,False,False,False,True,False,False,False,False,False,False,0.00015358694,1,11,2,0,0,1,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,14,3,1,1,0,0,0
False,True,False,False,False,False,False,False,False,False,False,0.00014413001,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00010819923,1,14,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,17,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,9.3847695e-05,3,21,4,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00013891,1,15,2,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00014395155,1,12,2,0,0,1,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,18,3,1,1,0,0,0
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,17,4,1,1,0,0,1
False,False,False,False,False,False,False,False,False,True,False,8.5803076e-05,1,14,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00011882077,1,13,2,0,0,0,0,1
False,False,True,False,False,False,False,False,False,False,False,0.00012895155,1,10,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00013846309,3,14,3,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00011509077,1,11,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,16,4,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,16,4,1,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,0.00012255539,1,16,2,0,0,1,0,1
False,False,False,False,False,True,False,False,False,False,False,1.5384616e-09,3,15,3,1,1,0,0,1
False,False,True,False,False,False,False,False,False,False,False,0.00012680309,1,14,1,0,0,0,0,1
False,False,True,False,False,False,False,False,False,False,False,0.00015246694,1,10,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,2,23,4,0,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,1.5384616e-09,3,16,4,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,9.967923e-05,1,13,2,0,0,0,0,1
False,False,False,False,True,False,False,False,False,False,False,1.5384616e-09,3,13,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,14,4,0,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,17,3,0,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,13,3,0,1,0,0,0
False,True,False,False,False,False,False,False,False,False,False,0.00015278693,1,12,2,0,0,1,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,22,5,1,1,0,0,0
False,False,False,False,True,False,False,False,False,False,False,0.00012064538,1,14,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00011617154,1,17,2,0,0,1,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,7,2,1,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,0.00012162231,1,14,2,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.0001222577,1,9,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,14,4,1,1,0,0,1
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,18,3,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00015067232,1,14,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,2,2,1,0,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00011094692,1,9,2,0,0,0,0,1
False,True,False,False,False,False,False,False,False,False,False,0.0001295954,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,21,4,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,16,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,16,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,19,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,15,3,0,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,21,4,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.0001494277,1,12,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,17,4,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,16,3,0,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,1,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00013444846,1,10,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,1.5384616e-09,3,14,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,0,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,13,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00013756462,1,12,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,15,3,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,15,3,0,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00011198077,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,0.00018461693,3,23,5,0,1,0,0,0
False,False,True,False,False,False,False,False,False,False,False,1.5384616e-09,3,17,4,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00015722847,1,17,2,0,0,0,0,1
False,False,True,False,False,False,False,False,False,False,False,0.000109016924,1,12,2,0,0,0,0,1
True,False,False,False,False,False,False,False,False,False,False,0.00010853923,1,13,1,0,0,0,0,1
False,False,False,False,False,False,False,False,False,True,False,1.5384616e-09,3,16,3,0,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,8.582308e-05,1,13,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,18,3,1,1,0,0,0
False,False,False,False,False,False,False,True,False,False,False,1.5384616e-09,3,16,3,0,1,0,0,0
False,False,False,False,True,False,False,False,False,False,False,1.5384616e-09,3,16,3,1,1,0,0,0
True,False,False,False,False,False,False,False,False,False,False,0.0001235677,1,11,1,0,0,0,0,1
False,False,False,False,False,False,False,True,False,False,False,7.307846e-05,3,15,3,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00015260385,1,13,2,0,0,0,0,1
False,False,True,False,False,False,False,False,False,False,False,1.5384616e-09,3,22,4,1,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,6.154e-05,3,18,3,1,1,0,0,0
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,5,2,0,1,0,0,0
False,False,False,False,False,False,False,False,False,True,False,0.00016105386,1,9,1,0,0,0,0,1
False,False,False,False,False,False,False,False,True,False,False,0.00013796616,1,12,1,0,0,0,0,1
False,False,False,False,False,False,True,False,False,False,False,1.5384616e-09,3,5,2,0,1,0,0,0
False,False,False,False,False,False,False,False,True,False,False,0.00013656847,1,12,2,0,0,0,0,1
True,False,False,False,False,False,False,False,False,False,False,0.0001371954,1,13,2,0,0,0,0,1
False,False,True,False,False,False,False,False,False,False,False,0.00010770462,1,14,1,0,0,0,0,1
